tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2,tbl1apk
Table 1a,2017,2,30721,33316,"Boston, MA (Metropolitan Area)","Omaha, NE",13296,13871,MHT,OMA,1282,17,293.06,WN,0.6369,269.86,WN,0.6369,269.86,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Omaha, NE
(46.07035, -93.666319)",201721329613871MHTOMA
Table 1a,2017,2,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",13296,13891,MHT,ONT,2611,9,293.4,WN,0.9268,276.58,WN,0.9268,276.58,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721329613891MHTONT
Table 1a,2017,2,30721,30977,"Boston, MA (Metropolitan Area)","Chicago, IL",13296,13930,MHT,ORD,867,63,250.17,UA,0.829,240.39,UA,0.829,240.39,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Chicago, IL
(41.775002, -87.696388)",201721329613930MHTORD
Table 1a,2017,2,30721,33667,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",13296,13931,MHT,ORF,487,46,228.59,WN,0.5296,217.48,WN,0.5296,217.48,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)",201721329613931MHTORF
Table 1a,2017,2,30721,34027,"Boston, MA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",13296,14027,MHT,PBI,1222,45,214.15,WN,0.523,221.72,DL,0.1913,183.12,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","West Palm Beach/Palm Beach, FL
(33.90976, -98.500854)",201721329614027MHTPBI
Table 1a,2017,2,30721,34057,"Boston, MA (Metropolitan Area)","Portland, OR",13296,14057,MHT,PDX,2537,27,282.36,WN,0.7633,268.62,WN,0.7633,268.62,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Portland, OR
(45.516018, -122.681425)",201721329614057MHTPDX
Table 1a,2017,2,30721,33667,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",13296,14098,MHT,PHF,487,7,249,AA,0.9839,250.26,AA,0.9839,250.26,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)",201721329614098MHTPHF
Table 1a,2017,2,30721,34100,"Boston, MA (Metropolitan Area)","Philadelphia, PA",13296,14100,MHT,PHL,289,179,244.31,AA,0.9877,244.12,AA,0.9877,244.12,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Philadelphia, PA
(39.951061, -75.16562)",201721329614100MHTPHL
Table 1a,2017,2,30721,30466,"Boston, MA (Metropolitan Area)","Phoenix, AZ",13296,14107,MHT,PHX,2300,80,306.46,WN,0.6301,290.95,WN,0.6301,290.95,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Phoenix, AZ
(30.406931, -87.217578)",201721329614107MHTPHX
Table 1a,2017,2,30721,30198,"Boston, MA (Metropolitan Area)","Pittsburgh, PA",13296,14122,MHT,PIT,496,42,220.4,AA,0.4987,235.87,WN,0.3603,197.4,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Pittsburgh, PA
(40.442169, -79.994945)",201721329614122MHTPIT
Table 1a,2017,2,30721,34492,"Boston, MA (Metropolitan Area)","Raleigh/Durham, NC",13296,14492,MHT,RDU,625,76,218.09,WN,0.6869,207.41,WN,0.6869,207.41,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Raleigh/Durham, NC
(42.673348, -72.179683)",201721329614492MHTRDU
Table 1a,2017,2,30721,34524,"Boston, MA (Metropolitan Area)","Richmond, VA",13296,14524,MHT,RIC,487,17,184.84,AA,0.7658,184.48,AA,0.7658,184.48,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Richmond, VA
(37.540759, -77.433932)",201721329614524MHTRIC
Table 1a,2017,2,30721,31714,"Boston, MA (Metropolitan Area)","Fort Myers, FL",13296,14635,MHT,RSW,1271,72,235.41,WN,0.6417,235.7,WN,0.6417,235.7,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Fort Myers, FL
(40.253979, -103.801495)",201721329614635MHTRSW
Table 1a,2017,2,30721,33570,"Boston, MA (Metropolitan Area)","San Diego, CA",13296,14679,MHT,SAN,2588,63,314.59,WN,0.6597,308.76,UA,0.1239,272.43,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","San Diego, CA
(32.71576, -117.163817)",201721329614679MHTSAN
Table 1a,2017,2,30721,33214,"Boston, MA (Metropolitan Area)","San Antonio, TX",13296,14683,MHT,SAT,1764,33,299.17,WN,0.6567,257.37,WN,0.6567,257.37,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","San Antonio, TX
(29.425173, -98.494599)",201721329614683MHTSAT
Table 1a,2017,2,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",13296,14685,MHT,SAV,917,14,265.13,AA,0.6349,280.64,DL,0.3413,237.48,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Savannah, GA
(40.115007, -111.654713)",201721329614685MHTSAV
Table 1a,2017,2,30721,33044,"Boston, MA (Metropolitan Area)","Louisville, KY",13296,14730,MHT,SDF,829,40,261.65,WN,0.5967,244.32,WN,0.5967,244.32,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Louisville, KY
(38.256078, -85.751569)",201721329614730MHTSDF
Table 1a,2017,2,30721,30559,"Boston, MA (Metropolitan Area)","Seattle, WA",13296,14747,MHT,SEA,2496,31,346.44,WN,0.4893,298.38,UA,0.1143,294.73,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Seattle, WA
(47.603229, -122.33028)",201721329614747MHTSEA
Table 1a,2017,2,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",13296,14771,MHT,SFO,2704,31,368.29,WN,0.2975,292.99,WN,0.2975,292.99,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721329614771MHTSFO
Table 1a,2017,2,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",13296,14831,MHT,SJC,2704,17,373.7,WN,0.8323,328.07,WN,0.8323,328.07,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721329614831MHTSJC
Table 1a,2017,2,30721,34614,"Boston, MA (Metropolitan Area)","Salt Lake City, UT",13296,14869,MHT,SLC,2105,38,295.28,WN,0.7155,271.96,WN,0.7155,271.96,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Salt Lake City, UT
(40.758478, -111.888142)",201721329614869MHTSLC
Table 1a,2017,2,30721,33192,"Boston, MA (Metropolitan Area)","Sacramento, CA",13296,14893,MHT,SMF,2636,28,304.28,WN,0.8327,289.77,WN,0.8327,289.77,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Sacramento, CA
(38.582087, -121.50012)",201721329614893MHTSMF
Table 1a,2017,2,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",13296,14908,MHT,SNA,2611,16,328.96,WN,0.4765,299.27,WN,0.4765,299.27,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721329614908MHTSNA
Table 1a,2017,2,30721,34986,"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL",13296,14986,MHT,SRQ,1240,6,239.66,AA,0.5185,261.59,DL,0.463,219.16,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Sarasota/Bradenton, FL
(27.336483, -82.538602)",201721329614986MHTSRQ
Table 1a,2017,2,30721,31123,"Boston, MA (Metropolitan Area)","St. Louis, MO",13296,15016,MHT,STL,1047,64,282.04,WN,0.5531,270.84,WN,0.5531,270.84,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","St. Louis, MO
(38.630276, -90.200309)",201721329615016MHTSTL
Table 1a,2017,2,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",13296,15070,MHT,SWF,209,0,237.5,AA,1,237.5,AA,1,237.5,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721329615070MHTSWF
Table 1a,2017,2,30721,33195,"Boston, MA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",13296,15304,MHT,TPA,1204,381,193.13,WN,0.9013,189.83,WN,0.9013,189.83,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201721329615304MHTTPA
Table 1a,2017,2,30721,30436,"Boston, MA (Metropolitan Area)","Tucson, AZ",13296,15376,MHT,TUS,2289,24,311.56,WN,0.7804,299.2,WN,0.7804,299.2,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Tucson, AZ
(35.167852, -103.726151)",201721329615376MHTTUS
Table 1a,2017,2,32467,30693,"Miami, FL (Metropolitan Area)","Nashville, TN",13303,10693,MIA,BNA,806,223,210.16,AA,0.8852,211.04,UA,0.0236,159.3,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Nashville, TN
(36.166687, -86.779932)",201721330310693MIABNA
Table 1a,2017,2,32467,30852,"Miami, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",13303,10821,MIA,BWI,946,461,168.57,AA,0.9368,168.09,AA,0.9368,168.09,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721330310821MIABWI
Table 1a,2017,2,32467,30852,"Miami, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",13303,11278,MIA,DCA,946,1408,183.17,AA,0.9602,184.19,DL,0.0291,157.49,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721330311278MIADCA
Table 1a,2017,2,32467,31703,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",13303,11618,MIA,EWR,1139,1611,182.52,UA,0.679,180.54,UA,0.679,180.54,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721330311618MIAEWR
Table 1a,2017,2,32467,31703,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",13303,12197,MIA,HPN,1139,63,214.61,AA,0.9562,211.18,AA,0.9562,211.18,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721330312197MIAHPN
Table 1a,2017,2,32467,30852,"Miami, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",13303,12264,MIA,IAD,946,422,163.61,AA,0.9412,161.92,AA,0.9412,161.92,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721330312264MIAIAD
Table 1a,2017,2,32467,31703,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",13303,12391,MIA,ISP,1139,2,255.9,AA,0.95,256.29,AA,0.95,256.29,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721330312391MIAISP
Table 1a,2017,2,32467,31703,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",13303,12478,MIA,JFK,1139,1846,173.74,AA,0.5371,181.4,DL,0.4498,164.24,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721330312478MIAJFK
Table 1a,2017,2,32467,31703,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",13303,12953,MIA,LGA,1139,3724,169.59,AA,0.5781,175.55,DL,0.3766,161.59,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721330312953MIALGA
Table 1a,2017,2,32467,31454,"Miami, FL (Metropolitan Area)","Orlando, FL",13303,13204,MIA,MCO,192,416,159.9,AA,0.7902,178.09,DL,0.2096,91.04,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Orlando, FL
(28.538331, -81.378879)",201721330313204MIAMCO
Table 1a,2017,2,32467,33342,"Miami, FL (Metropolitan Area)","Milwaukee, WI",13303,13342,MIA,MKE,1258,80,209.7,DL,0.5246,211.09,UA,0.1885,176.3,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Milwaukee, WI
(43.041072, -87.909421)",201721330313342MIAMKE
Table 1a,2017,2,32467,31650,"Miami, FL (Metropolitan Area)","Minneapolis/St. Paul, MN",13303,13487,MIA,MSP,1501,510,210.6,DL,0.5346,210.83,DL,0.5346,210.83,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",201721330313487MIAMSP
Table 1a,2017,2,32467,33495,"Miami, FL (Metropolitan Area)","New Orleans, LA",13303,13495,MIA,MSY,675,378,186.58,AA,0.9339,187.09,UA,0.0151,149.95,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","New Orleans, LA
(29.950621, -90.074948)",201721330313495MIAMSY
Table 1a,2017,2,32467,32457,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",13303,13796,MIA,OAK,2585,9,365.58,AA,0.5062,416.21,DL,0.4444,312.42,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721330313796MIAOAK
Table 1a,2017,2,32467,33667,"Miami, FL (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",13303,13931,MIA,ORF,812,157,235.5,AA,0.8851,231,AA,0.8851,231,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)",201721330313931MIAORF
Table 1a,2017,2,32467,34057,"Miami, FL (Metropolitan Area)","Portland, OR",13303,14057,MIA,PDX,2700,116,314.66,AA,0.381,353.09,UA,0.2445,258.98,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Portland, OR
(45.516018, -122.681425)",201721330314057MIAPDX
Table 1a,2017,2,32467,33667,"Miami, FL (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",13303,14098,MIA,PHF,812,16,240.64,AA,0.6042,253.29,DL,0.3611,226.13,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)",201721330314098MIAPHF
Table 1a,2017,2,32467,34100,"Miami, FL (Metropolitan Area)","Philadelphia, PA",13303,14100,MIA,PHL,1013,1232,183.54,AA,0.845,195.5,F9,0.1082,98.95,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Philadelphia, PA
(39.951061, -75.16562)",201721330314100MIAPHL
Table 1a,2017,2,32467,30466,"Miami, FL (Metropolitan Area)","Phoenix, AZ",13303,14107,MIA,PHX,1972,380,307.99,AA,0.8855,312.95,F9,0.0107,179,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Phoenix, AZ
(30.406931, -87.217578)",201721330314107MIAPHX
Table 1a,2017,2,32467,30198,"Miami, FL (Metropolitan Area)","Pittsburgh, PA",13303,14122,MIA,PIT,1013,249,192.62,AA,0.9009,193.81,UA,0.0167,170.96,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Pittsburgh, PA
(40.442169, -79.994945)",201721330314122MIAPIT
Table 1a,2017,2,32467,34492,"Miami, FL (Metropolitan Area)","Raleigh/Durham, NC",13303,14492,MIA,RDU,700,558,164.21,AA,0.9169,161.71,AA,0.9169,161.71,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Raleigh/Durham, NC
(42.673348, -72.179683)",201721330314492MIARDU
Table 1a,2017,2,32467,34524,"Miami, FL (Metropolitan Area)","Richmond, VA",13303,14524,MIA,RIC,825,123,232.65,AA,0.714,232.07,AA,0.714,232.07,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Richmond, VA
(37.540759, -77.433932)",201721330314524MIARIC
Table 1a,2017,2,32467,33570,"Miami, FL (Metropolitan Area)","San Diego, CA",13303,14679,MIA,SAN,2269,359,270.44,AA,0.9001,269.32,F9,0.0107,193.98,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","San Diego, CA
(32.71576, -117.163817)",201721330314679MIASAN
Table 1a,2017,2,32467,33214,"Miami, FL (Metropolitan Area)","San Antonio, TX",13303,14683,MIA,SAT,1145,121,284.89,AA,0.8317,282.42,AA,0.8317,282.42,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","San Antonio, TX
(29.425173, -98.494599)",201721330314683MIASAT
Table 1a,2017,2,32467,30559,"Miami, FL (Metropolitan Area)","Seattle, WA",13303,14747,MIA,SEA,2724,337,329.54,AA,0.7705,335.91,F9,0.0303,166.77,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Seattle, WA
(47.603229, -122.33028)",201721330314747MIASEA
Table 1a,2017,2,32467,32457,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",13303,14771,MIA,SFO,2585,937,290.94,AA,0.6606,296.37,UA,0.2636,277.8,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721330314771MIASFO
Table 1a,2017,2,32467,32457,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",13303,14831,MIA,SJC,2585,41,328.95,AA,0.5633,357.2,UA,0.1456,279.31,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721330314831MIASJC
Table 1a,2017,2,32467,34614,"Miami, FL (Metropolitan Area)","Salt Lake City, UT",13303,14869,MIA,SLC,2088,209,284.21,DL,0.5777,295.13,F9,0.1003,166.1,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Salt Lake City, UT
(40.758478, -111.888142)",201721330314869MIASLC
Table 1a,2017,2,32467,31123,"Miami, FL (Metropolitan Area)","St. Louis, MO",13303,15016,MIA,STL,1068,275,237.03,AA,0.9186,237.4,AS,0.0132,197,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","St. Louis, MO
(38.630276, -90.200309)",201721330315016MIASTL
Table 1a,2017,2,32467,31703,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",13303,15070,MIA,SWF,1139,2,216.82,AA,0.6875,225.87,DL,0.3125,196.92,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721330315070MIASWF
Table 1a,2017,2,32467,35096,"Miami, FL (Metropolitan Area)","Syracuse, NY",13303,15096,MIA,SYR,1217,49,245.86,AA,0.6427,239.77,AA,0.6427,239.77,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Syracuse, NY
(43.047945, -76.147448)",201721330315096MIASYR
Table 1a,2017,2,32467,33195,"Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",13303,15304,MIA,TPA,204,452,137.86,AA,0.9968,137.79,AA,0.9968,137.79,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201721330315304MIATPA
Table 1a,2017,2,33342,30852,"Milwaukee, WI","Washington, DC (Metropolitan Area)",13342,10821,MKE,BWI,641,386,201.12,WN,0.8885,198.38,WN,0.8885,198.38,"Milwaukee, WI
(43.041072, -87.909421)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721334210821MKEBWI
Table 1a,2017,2,33342,30852,"Milwaukee, WI","Washington, DC (Metropolitan Area)",13342,11278,MKE,DCA,641,466,189.87,WN,0.802,179.6,WN,0.802,179.6,"Milwaukee, WI
(43.041072, -87.909421)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721334211278MKEDCA
Table 1a,2017,2,33342,31703,"Milwaukee, WI","New York City, NY (Metropolitan Area)",13342,11618,MKE,EWR,777,205,237.53,UA,0.8245,233.14,UA,0.8245,233.14,"Milwaukee, WI
(43.041072, -87.909421)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721334211618MKEEWR
Table 1a,2017,2,33342,31703,"Milwaukee, WI","New York City, NY (Metropolitan Area)",13342,12197,MKE,HPN,777,8,249.45,DL,0.3973,242.86,UA,0.2466,215.5,"Milwaukee, WI
(43.041072, -87.909421)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721334212197MKEHPN
Table 1a,2017,2,33342,30852,"Milwaukee, WI","Washington, DC (Metropolitan Area)",13342,12264,MKE,IAD,641,41,233.27,UA,0.477,248.52,DL,0.3631,218.86,"Milwaukee, WI
(43.041072, -87.909421)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721334212264MKEIAD
Table 1a,2017,2,33342,31703,"Milwaukee, WI","New York City, NY (Metropolitan Area)",13342,12391,MKE,ISP,777,12,236.19,WN,0.7453,211.74,WN,0.7453,211.74,"Milwaukee, WI
(43.041072, -87.909421)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721334212391MKEISP
Table 1a,2017,2,33342,31703,"Milwaukee, WI","New York City, NY (Metropolitan Area)",13342,12478,MKE,JFK,777,14,237.14,DL,0.6016,228.63,DL,0.6016,228.63,"Milwaukee, WI
(43.041072, -87.909421)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721334212478MKEJFK
Table 1a,2017,2,33342,31703,"Milwaukee, WI","New York City, NY (Metropolitan Area)",13342,12953,MKE,LGA,777,911,173.92,DL,0.4912,202.77,WN,0.4788,142.38,"Milwaukee, WI
(43.041072, -87.909421)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721334212953MKELGA
Table 1a,2017,2,33342,32457,"Milwaukee, WI","San Francisco, CA (Metropolitan Area)",13342,13796,MKE,OAK,1845,54,245.09,WN,0.8604,240.87,WN,0.8604,240.87,"Milwaukee, WI
(43.041072, -87.909421)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721334213796MKEOAK
Table 1a,2017,2,33342,30466,"Milwaukee, WI","Phoenix, AZ",13342,14107,MKE,PHX,1460,858,191.3,WN,0.5869,188.71,WN,0.5869,188.71,"Milwaukee, WI
(43.041072, -87.909421)","Phoenix, AZ
(30.406931, -87.217578)",201721334214107MKEPHX
Table 1a,2017,2,33342,32457,"Milwaukee, WI","San Francisco, CA (Metropolitan Area)",13342,14771,MKE,SFO,1845,353,245.41,WN,0.6299,229.64,WN,0.6299,229.64,"Milwaukee, WI
(43.041072, -87.909421)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721334214771MKESFO
Table 1a,2017,2,33342,32457,"Milwaukee, WI","San Francisco, CA (Metropolitan Area)",13342,14831,MKE,SJC,1845,72,263.03,WN,0.5351,257.45,UA,0.122,243.15,"Milwaukee, WI
(43.041072, -87.909421)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721334214831MKESJC
Table 1a,2017,2,33342,31703,"Milwaukee, WI","New York City, NY (Metropolitan Area)",13342,15070,MKE,SWF,777,5,188.23,DL,0.6279,151,DL,0.6279,151,"Milwaukee, WI
(43.041072, -87.909421)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721334215070MKESWF
Table 1a,2017,2,33342,33195,"Milwaukee, WI","Tampa, FL (Metropolitan Area)",13342,15304,MKE,TPA,1075,452,204.89,WN,0.8016,197.25,WN,0.8016,197.25,"Milwaukee, WI
(43.041072, -87.909421)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201721334215304MKETPA
Table 1a,2017,2,33485,30852,"Madison, WI","Washington, DC (Metropolitan Area)",13485,10821,MSN,BWI,714,63,266.92,DL,0.6042,266.06,UA,0.1962,239.79,"Madison, WI
(43.073926, -89.385244)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721348510821MSNBWI
Table 1a,2017,2,33485,30852,"Madison, WI","Washington, DC (Metropolitan Area)",13485,11278,MSN,DCA,714,153,286.35,DL,0.7256,295.48,AA,0.1386,244.16,"Madison, WI
(43.073926, -89.385244)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721348511278MSNDCA
Table 1a,2017,2,33485,31703,"Madison, WI","New York City, NY (Metropolitan Area)",13485,11618,MSN,EWR,850,108,316.24,UA,0.7926,311.71,UA,0.7926,311.71,"Madison, WI
(43.073926, -89.385244)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721348511618MSNEWR
Table 1a,2017,2,33485,31703,"Madison, WI","New York City, NY (Metropolitan Area)",13485,12197,MSN,HPN,850,14,250.87,DL,0.5968,249.39,UA,0.2419,237.86,"Madison, WI
(43.073926, -89.385244)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721348512197MSNHPN
Table 1a,2017,2,33485,30852,"Madison, WI","Washington, DC (Metropolitan Area)",13485,12264,MSN,IAD,714,20,298.02,DL,0.442,326.07,UA,0.4254,283.82,"Madison, WI
(43.073926, -89.385244)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721348512264MSNIAD
Table 1a,2017,2,33485,31703,"Madison, WI","New York City, NY (Metropolitan Area)",13485,12391,MSN,ISP,850,0,434,AA,1,434,AA,1,434,"Madison, WI
(43.073926, -89.385244)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721348512391MSNISP
Table 1a,2017,2,33485,31703,"Madison, WI","New York City, NY (Metropolitan Area)",13485,12478,MSN,JFK,850,5,315.44,DL,0.587,341.74,AA,0.2174,285.42,"Madison, WI
(43.073926, -89.385244)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721348512478MSNJFK
Table 1a,2017,2,33485,31703,"Madison, WI","New York City, NY (Metropolitan Area)",13485,12953,MSN,LGA,850,190,281.88,DL,0.8278,282.36,UA,0.0693,272.63,"Madison, WI
(43.073926, -89.385244)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721348512953MSNLGA
Table 1a,2017,2,33485,31703,"Madison, WI","New York City, NY (Metropolitan Area)",13485,15070,MSN,SWF,850,2,294,DL,0.9,286,DL,0.9,286,"Madison, WI
(43.073926, -89.385244)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721348515070MSNSWF
Table 1a,2017,2,31650,30852,"Minneapolis/St. Paul, MN","Washington, DC (Metropolitan Area)",13487,10821,MSP,BWI,936,952,162.73,DL,0.4582,188.42,NK,0.1103,78.57,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721348710821MSPBWI
Table 1a,2017,2,31650,30852,"Minneapolis/St. Paul, MN","Washington, DC (Metropolitan Area)",13487,11278,MSP,DCA,936,1072,223.89,DL,0.597,249.18,SY,0.1424,151.64,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721348711278MSPDCA
Table 1a,2017,2,31650,31703,"Minneapolis/St. Paul, MN","New York City, NY (Metropolitan Area)",13487,11618,MSP,EWR,1057,693,299.55,DL,0.5465,300.65,DL,0.5465,300.65,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721348711618MSPEWR
